1	2858	0.4450014435574605
1	318	0.36940279975844487
1	1210	0.35820773269031003
1	2997	0.3342129332753052
1	480	0.3275278514219027
1	1617	0.31374287872254647
1	2396	0.30457898433798614
1	1265	0.3003874457396592
1	858	0.2978655360186225
1	1580	0.2816309826056178
2	260	0.5648830726274762
2	1270	0.3736857194180897
2	1580	0.31289203723368747
2	527	0.2952886574013821
2	1617	0.2894568683491949
2	1	0.2837273449985906
2	1221	0.2765067675632751
2	858	0.2753965208797937
2	50	0.27188704482434856
2	919	0.2564488805358096
3	259	4.346985201325724
3	3057	4.2349751146815695
3	1508	3.9619023579231443
3	1258	3.8921274963640102
3	1315	3.884801497063798
3	706	3.757163291305189
3	3587	3.7399127967324812
3	2277	3.711005149522754
3	2370	3.6452627225806915
3	1407	3.6001048313896966
4	2858	0.4894405931997653
4	1270	0.3736857194180897
4	1580	0.31289203723368747
4	527	0.2952886574013821
4	3578	0.2898893811631413
4	1617	0.2894568683491949
4	2396	0.28699333093323387
4	1	0.2837273449985906
4	1221	0.2765067675632751
4	858	0.2753965208797937
5	260	0.37072745974698756
5	1210	0.35820773269031003
5	527	0.3535655899923223
5	480	0.3275278514219027
5	2396	0.30457898433798614
5	1265	0.3003874457396592
5	858	0.2978655360186225
5	1270	0.28313148735580046
5	1036	0.2779243320862667
5	1968	0.233794389733723
6	2028	0.4257053717679675
6	260	0.37072745974698756
6	318	0.36940279975844487
6	527	0.3535655899923223
6	2997	0.3342129332753052
6	480	0.3275278514219027
6	1617	0.31374287872254647
6	1265	0.3003874457396592
6	858	0.2978655360186225
6	1270	0.28313148735580046
7	260	0.5648830726274762
7	2858	0.4894405931997653
7	1210	0.351254433065282
7	527	0.2952886574013821
7	1617	0.2894568683491949
7	2396	0.28699333093323387
7	1	0.2837273449985906
7	858	0.2753965208797937
7	50	0.27188704482434856
7	318	0.26682508894608825
8	260	0.37072745974698756
8	318	0.36940279975844487
8	2997	0.3342129332753052
8	1617	0.31374287872254647
8	858	0.2978655360186225
8	1270	0.28313148735580046
8	1036	0.2779243320862667
8	1968	0.233794389733723
8	1259	0.23048975358532864
8	3578	0.2284282441887072
9	260	0.5648830726274762
9	1270	0.3736857194180897
9	1580	0.31289203723368747
9	3578	0.2898893811631413
9	2396	0.28699333093323387
9	858	0.2753965208797937
9	919	0.2564488805358096
9	1278	0.23986724282535327
9	1259	0.20554963994902353
9	1376	0.1934589108827715
10	2028	0.4257053717679675
10	1036	0.2779243320862667
10	1213	0.26746167248106634
10	1968	0.233794389733723
10	3578	0.2284282441887072
10	34	0.22554626905130212
10	50	0.21645529812833053
10	2987	0.21403565543584854
10	908	0.19455700786996777
10	1222	0.19243356750382284
11	2028	0.4257053717679675
11	260	0.37072745974698756
11	1210	0.35820773269031003
11	527	0.3535655899923223
11	1617	0.31374287872254647
11	858	0.2978655360186225
11	1270	0.28313148735580046
11	1580	0.2816309826056178
11	1036	0.2779243320862667
11	1968	0.233794389733723
12	2858	0.4450014435574605
12	2028	0.4257053717679675
12	260	0.37072745974698756
12	318	0.36940279975844487
12	1210	0.35820773269031003
12	527	0.3535655899923223
12	2997	0.3342129332753052
12	480	0.3275278514219027
12	1617	0.31374287872254647
12	2396	0.30457898433798614
13	2858	0.4826045846071512
13	1270	0.3597558959750669
13	1617	0.29319274936692025
13	2396	0.2896985059590669
13	3578	0.28043490546207855
13	858	0.27885289621084614
